system_id	protein_symbol	swiss_prot_ac	tf_type	gene_symbol	entrez_gene_id	pathway
HsTF003405	WD repeat-containing protein 55	Q9H6Y2	beta-	WDR55	54853	http://www.genome.jp/dbget-bin/www_bget?hsa:54853
HsTF003406	WD repeat-containing protein 57	Q96DI7	beta-	WDR57	9410	http://www.genome.jp/dbget-bin/www_bget?hsa:9410
HsTF003407	WD repeat-containing protein 59	Q6PJI9	beta-	WDR59	79726	http://www.genome.jp/dbget-bin/www_bget?hsa:79726
HsTF003408	WD repeat-containing protein 5B	Q86VZ2	beta-	WDR5B	54554	http://www.genome.jp/dbget-bin/www_bget?hsa:54554
HsTF003409	WD repeat-containing protein 6	Q9NNW5	beta-	WDR6	11180	http://www.genome.jp/dbget-bin/www_bget?hsa:11180
HsTF003410	WD repeat-containing protein 60	Q8WVS4	beta-	WDR60	55112	http://www.genome.jp/dbget-bin/www_bget?hsa:55112
HsTF003411	WD repeat-containing protein 61	Q9GZS3	beta-	WDR61	80349	http://www.genome.jp/dbget-bin/www_bget?hsa:80349
HsTF003412	WD repeat-containing protein 62	O43379	beta-	WDR62	284403	http://www.genome.jp/dbget-bin/www_bget?hsa:284403
HsTF003413	WD repeat-containing protein 63	Q8IWG1	beta-	WDR63	126820	http://www.genome.jp/dbget-bin/www_bget?hsa:126820
HsTF003414	WD repeat-containing protein 65	Q96MR6	beta-	WDR65	149465	http://www.genome.jp/dbget-bin/www_bget?hsa:149465
HsTF003415	WD repeat-containing protein 66	Q8TBY9	beta-	WDR66	144406	http://www.genome.jp/dbget-bin/www_bget?hsa:144406
HsTF003416	WD repeat-containing protein 67	Q96DN5	beta-	WDR67	93594	http://www.genome.jp/dbget-bin/www_bget?hsa:93594
HsTF003417	WD repeat-containing protein 68	P61962	beta-	WDR68	10238	http://www.genome.jp/dbget-bin/www_bget?hsa:10238
HsTF003418	WD repeat-containing protein 69	Q8N136	beta-	WDR69	164781	http://www.genome.jp/dbget-bin/www_bget?hsa:164781
HsTF003419	WD repeat-containing protein 7	Q9Y4E6	beta-	WDR7	23335	http://www.genome.jp/dbget-bin/www_bget?hsa:23335
HsTF003420	WD repeat-containing protein 70	Q9NW82	beta-	WDR70	55100	http://www.genome.jp/dbget-bin/www_bget?hsa:55100
HsTF003421	WD repeat-containing protein 72	Q3MJ13	beta-	WDR72	256764	http://www.genome.jp/dbget-bin/www_bget?hsa:256764
HsTF003422	WD repeat-containing protein 73	Q6P4I2	beta-	WDR73	84942	http://www.genome.jp/dbget-bin/www_bget?hsa:84942
HsTF003423	WD repeat-containing protein 74	Q6RFH5	beta-	WDR74	54663	http://www.genome.jp/dbget-bin/www_bget?hsa:54663
HsTF003424	WD repeat-containing protein 75	Q8IWA0	beta-	WDR75	84128	http://www.genome.jp/dbget-bin/www_bget?hsa:84128
HsTF003425	WD repeat-containing protein 76	Q9H967	beta-	WDR76	79968	http://www.genome.jp/dbget-bin/www_bget?hsa:79968
HsTF003426	Methylosome protein 50	Q9BQA1	beta-	WDR77	79084	http://www.genome.jp/dbget-bin/www_bget?hsa:79084
HsTF003427	WD repeat-containing protein 78	Q5VTH9	beta-	WDR78	79819	http://www.genome.jp/dbget-bin/www_bget?hsa:79819
HsTF003428	WD repeat-containing protein 79	Q9BUR4	beta-	WDR79	55135	http://www.genome.jp/dbget-bin/www_bget?hsa:55135
HsTF003429	WD repeat-containing protein 8	Q9P2S5	beta-	WDR8	49856	http://www.genome.jp/dbget-bin/www_bget?hsa:49856
HsTF003430	WD repeat-containing protein 81	Q562E7	beta-	WDR81	124997	http://www.genome.jp/dbget-bin/www_bget?hsa:124997
HsTF003431	WD repeat-containing protein 82	Q6UXN9	beta-	WDR82	80335	http://www.genome.jp/dbget-bin/www_bget?hsa:80335
HsTF003432	WD repeat-containing protein 85	Q9BTV6	beta-	WDR85	92715	http://www.genome.jp/dbget-bin/www_bget?hsa:92715
HsTF003433	WD repeat-containing protein 88	Q6ZMY6	beta-	WDR88	126248	http://www.genome.jp/dbget-bin/www_bget?hsa:126248
HsTF003434	WD repeat-containing protein 89	Q96FK6	beta-	WDR89	112840	http://www.genome.jp/dbget-bin/www_bget?hsa:112840
HsTF003435	WD repeat-containing protein 91	A4D1P6	beta-	WDR91	29062	http://www.genome.jp/dbget-bin/www_bget?hsa:29062
HsTF003436	WD repeat-containing protein 92	Q96MX6	beta-	WDR92	116143	http://www.genome.jp/dbget-bin/www_bget?hsa:116143
HsTF003437	WD repeat and SOF domain-containing protein 1	Q9NV06	beta-	WDSOF1	25879	http://www.genome.jp/dbget-bin/www_bget?hsa:25879
HsTF003438	WD repeat, SAM and U-box domain-containing protein 1	Q8N9V3	unknown	WDSUB1	151525	http://www.genome.jp/dbget-bin/www_bget?hsa:151525
HsTF003439	WD and tetratricopeptide repeats protein 1	Q8N5D0	beta-	WDTC1	23038	http://www.genome.jp/dbget-bin/www_bget?hsa:23038
HsTF003440	Probable histone-lysine N-methyltransferase NSD2	O96028	beta-	WHSC1	7468	http://www.genome.jp/dbget-bin/www_bget?hsa:7468
HsTF003441	Histone-lysine N-methyltransferase NSD3	Q9BZ95	Zinc-	WHSC1L1	54904	http://www.genome.jp/dbget-bin/www_bget?hsa:54904
HsTF003442	WD repeat domain phosphoinositide-interacting protein 1	Q5MNZ9	beta-	WIPI1	55062	http://www.genome.jp/dbget-bin/www_bget?hsa:55062
HsTF003443	WD repeat domain phosphoinositide-interacting protein 2	Q9Y4P8	beta-	WIPI2	26100	http://www.genome.jp/dbget-bin/www_bget?hsa:26100
HsTF003444	WNT1-inducible-signaling pathway protein 1 precursor	O95388	beta-	WISP1	8840	http://www.genome.jp/dbget-bin/www_bget?hsa:8840
HsTF003445	WNT1-inducible-signaling pathway protein 2 precursor	O76076	beta-	WISP2	8839	http://www.genome.jp/dbget-bin/www_bget?hsa:8839
HsTF003446	WNT1-inducible-signaling pathway protein 3 precursor	O95389	beta-	WISP3	8838	http://www.genome.jp/dbget-bin/www_bget?hsa:8838
HsTF003447	Protein Wiz	O95785	Zinc-	WIZ	58525	http://www.genome.jp/dbget-bin/www_bget?hsa:58525
HsTF003448	Protein Wnt-8b precursor	Q93098	Zinc-	WNT8B	7479	http://www.genome.jp/dbget-bin/www_bget?hsa:7479
HsTF003449	Werner syndrome ATP-dependent helicase	Q14191	beta-	WRN	7486	http://www.genome.jp/dbget-bin/www_bget?hsa:7486
HsTF003450	WD repeat and SOCS box-containing protein 1	Q9Y6I7	beta-	WSB1	26118	http://www.genome.jp/dbget-bin/www_bget?hsa:26118
HsTF003451	WD repeat and SOCS box-containing protein 2	Q9NYS7	beta-	WSB2	55884	http://www.genome.jp/dbget-bin/www_bget?hsa:55884
HsTF003452	Wilms tumor protein	P19544	Zinc-	WT1	7490	http://www.genome.jp/dbget-bin/www_bget?hsa:7490
HsTF003453	WW domain-containing oxidoreductase	Q9NZC7	beta-	WWOX	51741	http://www.genome.jp/dbget-bin/www_bget?hsa:51741
HsTF003454	WW domain-containing transcription regulator protein 1	Q9GZV5	beta-	WWTR1	25937	http://www.genome.jp/dbget-bin/www_bget?hsa:25937
HsTF003455	XPA-binding protein 2	Q9HCS7	beta-	XAB2	56949	http://www.genome.jp/dbget-bin/www_bget?hsa:56949
HsTF003456	X-box-binding protein 1	P17861	Basic	XBP1	7494	http://www.genome.jp/dbget-bin/www_bget?hsa:7494
HsTF003457	Xanthine dehydrogenase/oxidase	P47989	beta-	XDH	7498	http://www.genome.jp/dbget-bin/www_bget?hsa:7498
HsTF003458	Xaa-Pro aminopeptidase 1	Q9NQW7	beta-	XPNPEP1	7511	http://www.genome.jp/dbget-bin/www_bget?hsa:7511
HsTF003459	Xaa-Pro aminopeptidase 2 precursor	O43895	beta-	XPNPEP2	7512	http://www.genome.jp/dbget-bin/www_bget?hsa:7512
HsTF003460	Putative Xaa-Pro aminopeptidase 3	Q9NQH7	beta-	XPNPEP3	63929	http://www.genome.jp/dbget-bin/www_bget?hsa:63929
HsTF003461	Exportin-1	O14980	beta-	XPO1	7514	http://www.genome.jp/dbget-bin/www_bget?hsa:7514
HsTF003462	ATP-dependent DNA helicase 2 subunit 2	P13010	beta-	XRCC5	7520	http://www.genome.jp/dbget-bin/www_bget?hsa:7520
HsTF003463	ATP-dependent DNA helicase 2 subunit 1	P12956	beta-	XRCC6	2547	http://www.genome.jp/dbget-bin/www_bget?hsa:2547
HsTF003464	5'-3' exoribonuclease 2	Q9H0D6	beta-	XRN2	22803	http://www.genome.jp/dbget-bin/www_bget?hsa:22803
HsTF003465	65 kDa Yes-associated protein	P46937	beta-	YAP1	10413	http://www.genome.jp/dbget-bin/www_bget?hsa:10413
HsTF003466	Tyrosyl-tRNA synthetase, cytoplasmic	P54577	beta-	YARS	8565	http://www.genome.jp/dbget-bin/www_bget?hsa:8565
HsTF003467	Nuclease sensitive element-binding protein 1	P67809	beta-	YBX1	4904	http://www.genome.jp/dbget-bin/www_bget?hsa:4904
HsTF003468	Y-box-binding protein 2	Q9Y2T7	beta-	YBX2	51087	http://www.genome.jp/dbget-bin/www_bget?hsa:51087
HsTF003469	Ubiquitin thioesterase OTU1	Q5VVQ6	Zinc-	YOD1	55432	http://www.genome.jp/dbget-bin/www_bget?hsa:55432
HsTF003470	YTH domain-containing protein 1	Q96MU7	beta-	YTHDC1	91746	http://www.genome.jp/dbget-bin/www_bget?hsa:91746
HsTF003471	Transcriptional repressor protein YY1	P25490	Zinc-	YY1	7528	http://www.genome.jp/dbget-bin/www_bget?hsa:7528
HsTF003472	Zinc finger BED domain-containing protein 1	O96006	beta-	ZBED1	9189	http://www.genome.jp/dbget-bin/www_bget?hsa:9189
HsTF003473	Zinc finger BED domain-containing protein 2	Q9BTP6	beta-	ZBED2	79413	http://www.genome.jp/dbget-bin/www_bget?hsa:79413
HsTF003474	Zinc finger BED domain-containing protein 3	Q96IU2	beta-	ZBED3	84327	http://www.genome.jp/dbget-bin/www_bget?hsa:84327
HsTF003475	Zinc finger BED domain-containing protein 4	O75132	beta-	ZBED4	9889	http://www.genome.jp/dbget-bin/www_bget?hsa:9889
HsTF003476	Zinc finger BED domain-containing protein 5	Q49AG3	beta-	ZBED5	58486	http://www.genome.jp/dbget-bin/www_bget?hsa:58486
HsTF003477	Z-DNA-binding protein 1	Q9H171	Helix	ZBP1	81030	http://www.genome.jp/dbget-bin/www_bget?hsa:81030
HsTF003478	Zinc finger and BTB domain-containing protein 1	Q9Y2K1	Zinc-	ZBTB1	22890	http://www.genome.jp/dbget-bin/www_bget?hsa:22890
HsTF003479	Zinc finger and BTB domain-containing protein 10	Q96DT7	Zinc-	ZBTB10	65986	http://www.genome.jp/dbget-bin/www_bget?hsa:65986
HsTF003480	Zinc finger and BTB domain-containing protein 11	O95625	Zinc-	ZBTB11	27107	http://www.genome.jp/dbget-bin/www_bget?hsa:27107
HsTF003481	Zinc finger and BTB domain-containing protein 12	Q9Y330	Zinc-	ZBTB12	221527	http://www.genome.jp/dbget-bin/www_bget?hsa:221527
HsTF003482	Zinc finger and BTB domain-containing protein 16	Q05516	Zinc-	ZBTB16	7704	http://www.genome.jp/dbget-bin/www_bget?hsa:7704
HsTF003483	Zinc finger and BTB domain-containing protein 17	Q13105	Zinc-	ZBTB17	7709	http://www.genome.jp/dbget-bin/www_bget?hsa:7709
HsTF003484	Zinc finger and BTB domain-containing protein 2	Q8N680	Zinc-	ZBTB2	57621	http://www.genome.jp/dbget-bin/www_bget?hsa:57621
HsTF003485	Zinc finger and BTB domain-containing protein 20	Q9HC78	Zinc-	ZBTB20	26137	http://www.genome.jp/dbget-bin/www_bget?hsa:26137
HsTF003486	Zinc finger and BTB domain-containing protein 22	O15209	Zinc-	ZBTB22	9278	http://www.genome.jp/dbget-bin/www_bget?hsa:9278
HsTF003487	Zinc finger and BTB domain-containing protein 24	O43167	Zinc-	ZBTB24	9841	http://www.genome.jp/dbget-bin/www_bget?hsa:9841
HsTF003488	Zinc finger and BTB domain-containing protein 25	P24278	Zinc-	ZBTB25	7597	http://www.genome.jp/dbget-bin/www_bget?hsa:7597
HsTF003489	Zinc finger and BTB domain-containing protein 26	Q9HCK0	Zinc-	ZBTB26	57684	http://www.genome.jp/dbget-bin/www_bget?hsa:57684
HsTF003490	Zinc finger and BTB domain-containing protein 3	Q9H5J0	Zinc-	ZBTB3	79842	http://www.genome.jp/dbget-bin/www_bget?hsa:79842
HsTF003491	Zinc finger and BTB domain-containing protein 32	Q9Y2Y4	Zinc-	ZBTB32	27033	http://www.genome.jp/dbget-bin/www_bget?hsa:27033
HsTF003492	Transcriptional regulator Kaiso	Q86T24	Zinc-	ZBTB33	10009	http://www.genome.jp/dbget-bin/www_bget?hsa:10009
HsTF003493	Zinc finger and BTB domain-containing protein 34	Q8NCN2	Zinc-	ZBTB34	403341	http://www.genome.jp/dbget-bin/www_bget?hsa:403341
HsTF003494	Zinc finger and BTB domain-containing protein 37	Q5TC79	Zinc-	ZBTB37	84614	http://www.genome.jp/dbget-bin/www_bget?hsa:84614
HsTF003495	Zinc finger and BTB domain-containing protein 38	Q8NAP3	Zinc-	ZBTB38	253461	http://www.genome.jp/dbget-bin/www_bget?hsa:253461
HsTF003496	Zinc finger and BTB domain-containing protein 39	O15060	Zinc-	ZBTB39	9880	http://www.genome.jp/dbget-bin/www_bget?hsa:9880
HsTF003497	Zinc finger and BTB domain-containing protein 4	Q9P1Z0	Zinc-	ZBTB4	57659	http://www.genome.jp/dbget-bin/www_bget?hsa:57659
HsTF003498	Zinc finger and BTB domain-containing protein 40	Q9NUA8	Zinc-	ZBTB40	9923	http://www.genome.jp/dbget-bin/www_bget?hsa:9923
HsTF003499	Zinc finger and BTB domain-containing protein 41	Q5SVQ8	Zinc-	ZBTB41	360023	http://www.genome.jp/dbget-bin/www_bget?hsa:360023
HsTF003500	Zinc finger and BTB domain-containing protein 43	O43298	Zinc-	ZBTB43	23099	http://www.genome.jp/dbget-bin/www_bget?hsa:23099
HsTF003501	Zinc finger and BTB domain-containing protein 44	Q8NCP5	Zinc-	ZBTB44	29068	http://www.genome.jp/dbget-bin/www_bget?hsa:29068
HsTF003502	Zinc finger and BTB domain-containing protein 45	Q96K62	Zinc-	ZBTB45	84878	http://www.genome.jp/dbget-bin/www_bget?hsa:84878
HsTF003503	Zinc finger and BTB domain-containing protein 46	Q86UZ6	Zinc-	ZBTB46	140685	http://www.genome.jp/dbget-bin/www_bget?hsa:140685
HsTF003504	Zinc finger and BTB domain-containing protein 47	Q9UFB7	Zinc-	ZBTB47	92999	http://www.genome.jp/dbget-bin/www_bget?hsa:92999
HsTF003505	Zinc finger and BTB domain-containing protein 48	P10074	Zinc-	ZBTB48	3104	http://www.genome.jp/dbget-bin/www_bget?hsa:3104
HsTF003506	Zinc finger and BTB domain-containing protein 5	O15062	Zinc-	ZBTB5	9925	http://www.genome.jp/dbget-bin/www_bget?hsa:9925
HsTF003507	Zinc finger and BTB domain-containing protein 6	Q15916	Zinc-	ZBTB6	10773	http://www.genome.jp/dbget-bin/www_bget?hsa:10773
HsTF003508	Zinc finger and BTB domain-containing protein 7A	O95365	Zinc-	ZBTB7A	51341	http://www.genome.jp/dbget-bin/www_bget?hsa:51341
HsTF003509	Zinc finger and BTB domain-containing protein 7B	O15156	Zinc-	ZBTB7B	51043	http://www.genome.jp/dbget-bin/www_bget?hsa:51043
HsTF003510	Zinc finger and BTB domain-containing protein 8	Q8NAP8	Zinc-	ZBTB8	653121	http://www.genome.jp/dbget-bin/www_bget?hsa:653121
HsTF003511	Zinc finger and BTB domain-containing protein 9	Q96C00	Zinc-	ZBTB9	221504	http://www.genome.jp/dbget-bin/www_bget?hsa:221504
HsTF003512	Zinc finger CCCH domain-containing protein 10	Q96K80	beta-	ZC3H10	84872	http://www.genome.jp/dbget-bin/www_bget?hsa:84872
HsTF003513	Zinc finger CCCH domain-containing protein 11A	O75152	beta-	ZC3H11A	9877	http://www.genome.jp/dbget-bin/www_bget?hsa:9877
HsTF003514	Zinc finger CCCH domain-containing protein 13	Q5T200	beta-	ZC3H13	23091	http://www.genome.jp/dbget-bin/www_bget?hsa:23091
HsTF003515	Zinc finger CCCH domain-containing protein 3	Q8IXZ2	beta-	ZC3H3	23144	http://www.genome.jp/dbget-bin/www_bget?hsa:23144
HsTF003516	Zinc finger CCCH domain-containing protein 6	P61129	beta-	ZC3H6	376940	http://www.genome.jp/dbget-bin/www_bget?hsa:376940
HsTF003517	Zinc finger CCCH domain-containing protein 7A	Q8IWR0	Zinc-	ZC3H7A	29066	http://www.genome.jp/dbget-bin/www_bget?hsa:29066
HsTF003518	Zinc finger CCCH domain-containing protein 7B	Q9UGR2	Zinc-	ZC3H7B	23264	http://www.genome.jp/dbget-bin/www_bget?hsa:23264
HsTF003519	Zinc finger CCCH domain-containing protein 8	Q8N5P1	beta-	ZC3H8	84524	http://www.genome.jp/dbget-bin/www_bget?hsa:84524
HsTF003520	Zinc finger CCCH type antiviral protein 1	Q7Z2W4	beta-	ZC3HAV1	56829	http://www.genome.jp/dbget-bin/www_bget?hsa:56829
HsTF003521	Zinc finger CCHC domain-containing protein 10	Q8TBK6	beta-	ZCCHC10	54819	http://www.genome.jp/dbget-bin/www_bget?hsa:54819
HsTF003522	Zinc finger CCHC domain-containing protein 11	Q5TAX3	Zinc-	ZCCHC11	23318	http://www.genome.jp/dbget-bin/www_bget?hsa:23318
HsTF003523	Zinc finger CCHC domain-containing protein 12	Q6PEW1	beta-	ZCCHC12	170261	http://www.genome.jp/dbget-bin/www_bget?hsa:170261
HsTF003524	Zinc finger CCHC domain-containing protein 13	Q8WW36	Zinc-	ZCCHC13	389874	http://www.genome.jp/dbget-bin/www_bget?hsa:389874
HsTF003525	Zinc finger CCHC domain-containing protein 14	Q8WYQ9	beta-	ZCCHC14	23174	http://www.genome.jp/dbget-bin/www_bget?hsa:23174
HsTF003526	Zinc finger CCHC domain-containing protein 16	Q6ZR62	beta-	ZCCHC16	340595	http://www.genome.jp/dbget-bin/www_bget?hsa:340595
HsTF003527	Nucleolar protein of 40 kDa	Q9NP64	beta-	ZCCHC17	51538	http://www.genome.jp/dbget-bin/www_bget?hsa:51538
HsTF003528	Zinc finger CCHC domain-containing protein 2	Q9C0B9	beta-	ZCCHC2	54877	http://www.genome.jp/dbget-bin/www_bget?hsa:54877
HsTF003529	Zinc finger CCHC domain-containing protein 23	Q6ZST2	beta-	ZCCHC23	645078	http://www.genome.jp/dbget-bin/www_bget?hsa:645078
HsTF003530	Zinc finger CCHC domain-containing protein 3	Q9NUD5	Zinc-	ZCCHC3	85364	http://www.genome.jp/dbget-bin/www_bget?hsa:85364
HsTF003531	Zinc finger CCHC domain-containing protein 5	Q8N8U3	beta-	ZCCHC5	203430	http://www.genome.jp/dbget-bin/www_bget?hsa:203430
HsTF003532	Zinc finger CCHC domain-containing protein 6	Q5VYS8	Zinc-	ZCCHC6	79670	http://www.genome.jp/dbget-bin/www_bget?hsa:79670
HsTF003533	Zinc finger CCHC domain-containing protein 7	Q8N3Z6	Zinc-	ZCCHC7	84186	http://www.genome.jp/dbget-bin/www_bget?hsa:84186
HsTF003534	Zinc finger CCHC domain-containing protein 8	Q6NZY4	beta-	ZCCHC8	55596	http://www.genome.jp/dbget-bin/www_bget?hsa:55596
HsTF003535	Zinc finger CCHC domain-containing protein 9	Q8N567	Zinc-	ZCCHC9	84240	http://www.genome.jp/dbget-bin/www_bget?hsa:84240
HsTF003536	Zinc finger CCHC-type and RNA-binding motif-containing protein 1	Q8TBF4	beta-	ZCRB1	85437	http://www.genome.jp/dbget-bin/www_bget?hsa:85437
HsTF003537	Zinc finger CW-type PWWP domain protein 1	Q9H0M4	beta-	ZCWPW1	55063	http://www.genome.jp/dbget-bin/www_bget?hsa:55063
HsTF003538	Zinc finger CW-type PWWP domain protein 2	Q504Y3	beta-	ZCWPW2	152098	http://www.genome.jp/dbget-bin/www_bget?hsa:152098
HsTF003539	Probable palmitoyltransferase ZDHHC13	Q8IUH4	beta-	ZDHHC13	54503	http://www.genome.jp/dbget-bin/www_bget?hsa:54503
HsTF003540	Palmitoyltransferase ZDHHC17	Q8IUH5	beta-	ZDHHC17	23390	http://www.genome.jp/dbget-bin/www_bget?hsa:23390
HsTF003541	Zinc finger E-box-binding homeobox 1	P37275	Helix	ZEB1	6935	http://www.genome.jp/dbget-bin/www_bget?hsa:6935
HsTF003542	Zinc finger E-box-binding homeobox 2	O60315	Helix	ZEB2	9839	http://www.genome.jp/dbget-bin/www_bget?hsa:9839
HsTF003543	Zinc finger protein 406	Q9P243	Zinc-	ZFAT1	57623	http://www.genome.jp/dbget-bin/www_bget?hsa:57623
HsTF003544	Zinc finger homeobox protein 2	Q9C0A1	Helix	ZFHX2	85446	http://www.genome.jp/dbget-bin/www_bget?hsa:85446
HsTF003545	Zinc finger homeobox protein 3	Q15911	Helix	ZFHX3	463	http://www.genome.jp/dbget-bin/www_bget?hsa:463
HsTF003546	Zinc finger homeobox protein 4	Q86UP3	Helix	ZFHX4	79776	http://www.genome.jp/dbget-bin/www_bget?hsa:79776
HsTF003547	Zinc finger protein 1 homolog	Q6P2D0	Zinc-	ZFP1	162239	http://www.genome.jp/dbget-bin/www_bget?hsa:162239
HsTF003548	Zinc finger protein 106 homolog	Q9H2Y7	Zinc-	ZFP106	64397	http://www.genome.jp/dbget-bin/www_bget?hsa:64397
HsTF003549	Zinc finger protein 14 homolog	Q9HCL3	Zinc-	ZFP14	57677	http://www.genome.jp/dbget-bin/www_bget?hsa:57677
HsTF003550	Zinc finger protein 161 homolog	O43829	Zinc-	ZFP161	7541	http://www.genome.jp/dbget-bin/www_bget?hsa:7541
HsTF003551	Zinc finger protein 2 homolog	Q6ZN57	Zinc-	ZFP2	80108	http://www.genome.jp/dbget-bin/www_bget?hsa:80108
HsTF003552	Zinc finger protein 28 homolog	Q8NHY6	Zinc-	ZFP28	140612	http://www.genome.jp/dbget-bin/www_bget?hsa:140612
HsTF003553	Zinc finger protein 3 homolog	Q96NJ6	Zinc-	ZFP3	124961	http://www.genome.jp/dbget-bin/www_bget?hsa:124961
HsTF003554	Zinc finger protein 30 homolog	Q9Y2G7	Zinc-	ZFP30	22835	http://www.genome.jp/dbget-bin/www_bget?hsa:22835
HsTF003555	Tristetraproline	P26651	beta-	ZFP36	7538	http://www.genome.jp/dbget-bin/www_bget?hsa:7538
HsTF003556	Zinc finger protein ZFP-36	P16415	Zinc-	ZFP36	55552	http://www.genome.jp/dbget-bin/www_bget?hsa:55552
HsTF003557	Butyrate response factor 1	Q07352	beta-	ZFP36L1	677	http://www.genome.jp/dbget-bin/www_bget?hsa:677
HsTF003558	Butyrate response factor 2	P47974	beta-	ZFP36L2	678	http://www.genome.jp/dbget-bin/www_bget?hsa:678
HsTF003559	Zinc finger protein 37 homolog	Q9Y6Q3	Zinc-	ZFP37	7539	http://www.genome.jp/dbget-bin/www_bget?hsa:7539
HsTF003560	Zinc finger protein 41 homolog	Q8N8Y5	Zinc-	ZFP41	286128	http://www.genome.jp/dbget-bin/www_bget?hsa:286128
HsTF003561	Zinc finger protein 42 homolog	Q96MM3	Zinc-	ZFP42	132625	http://www.genome.jp/dbget-bin/www_bget?hsa:132625
HsTF003562	Zinc finger protein 57 homolog	Q9NU63	Zinc-	ZFP57	346171	http://www.genome.jp/dbget-bin/www_bget?hsa:346171
HsTF003563	Zinc finger protein 62 homolog	Q8NB50	Zinc-	ZFP62	92379	http://www.genome.jp/dbget-bin/www_bget?hsa:92379
HsTF003564	Zinc finger protein 64, isoforms 1 and 2	Q9NPA5	Zinc-	ZFP64	55734	http://www.genome.jp/dbget-bin/www_bget?hsa:55734
HsTF003565	Zinc finger protein 64, isoforms 3 and 4	Q9NTW7	Zinc-	ZFP64	55734	http://www.genome.jp/dbget-bin/www_bget?hsa:55734
HsTF003566	Zinc finger protein 90 homolog	Q8TF47	Zinc-	ZFP90	146198	http://www.genome.jp/dbget-bin/www_bget?hsa:146198
HsTF003567	Zinc finger protein 91 homolog	Q96JP5	Zinc-	ZFP91	80829	http://www.genome.jp/dbget-bin/www_bget?hsa:80829
HsTF003568	Zinc finger protein ZFPM1	Q8IX07	Zinc-	ZFPM1	161882	http://www.genome.jp/dbget-bin/www_bget?hsa:161882
HsTF003569	Zinc finger protein ZFPM2	Q8WW38	Zinc-	ZFPM2	23414	http://www.genome.jp/dbget-bin/www_bget?hsa:23414
HsTF003570	Zinc finger X-chromosomal protein	P17010	Zinc-	ZFX	7543	http://www.genome.jp/dbget-bin/www_bget?hsa:7543
HsTF003571	Zinc finger Y-chromosomal protein	P08048	Zinc-	ZFY	7544	http://www.genome.jp/dbget-bin/www_bget?hsa:7544
HsTF003572	Zinc finger FYVE domain-containing protein 1	Q9HBF4	unknown	ZFYVE1	53349	http://www.genome.jp/dbget-bin/www_bget?hsa:53349
HsTF003573	Zinc finger FYVE domain-containing protein 16	Q7Z3T8	unknown	ZFYVE16	9765	http://www.genome.jp/dbget-bin/www_bget?hsa:9765
HsTF003574	Zinc finger FYVE domain-containing protein 19	Q96K21	unknown	ZFYVE19	84936	http://www.genome.jp/dbget-bin/www_bget?hsa:84936
HsTF003575	Rabenosyn-5	Q9H1K0	Zinc-	ZFYVE20	64145	http://www.genome.jp/dbget-bin/www_bget?hsa:64145
HsTF003576	Zinc finger FYVE domain-containing protein 21	Q9BQ24	unknown	ZFYVE21	79038	http://www.genome.jp/dbget-bin/www_bget?hsa:79038
HsTF003577	Zinc finger FYVE domain-containing protein 27	Q5T4F4	unknown	ZFYVE27	118813	http://www.genome.jp/dbget-bin/www_bget?hsa:118813
HsTF003578	Zinc finger FYVE domain-containing protein 28	Q9HCC9	unknown	ZFYVE28	57732	http://www.genome.jp/dbget-bin/www_bget?hsa:57732
HsTF003579	Zinc finger FYVE domain-containing protein 9	O95405	unknown	ZFYVE9	9372	http://www.genome.jp/dbget-bin/www_bget?hsa:9372
HsTF003580	Zinc finger CCCH-type with G patch domain-containing protein	Q8N5A5	beta-	ZGPAT	84619	http://www.genome.jp/dbget-bin/www_bget?hsa:84619
HsTF003581	Zinc fingers and homeoboxes protein 1	Q9UKY1	Helix	ZHX1	11244	http://www.genome.jp/dbget-bin/www_bget?hsa:11244
HsTF003582	Zinc fingers and homeoboxes protein 2	Q9Y6X8	Helix	ZHX2	22882	http://www.genome.jp/dbget-bin/www_bget?hsa:22882
HsTF003583	Zinc fingers and homeoboxes protein 3	Q9H4I2	Helix	ZHX3	23051	http://www.genome.jp/dbget-bin/www_bget?hsa:23051
HsTF003584	Zinc finger protein ZIC 1	Q15915	Zinc-	ZIC1	7545	http://www.genome.jp/dbget-bin/www_bget?hsa:7545
HsTF003585	Zinc finger protein ZIC 2	O95409	Zinc-	ZIC2	7546	http://www.genome.jp/dbget-bin/www_bget?hsa:7546
HsTF003586	Zinc finger protein ZIC 3	O60481	Zinc-	ZIC3	7547	http://www.genome.jp/dbget-bin/www_bget?hsa:7547
HsTF003587	Zinc finger protein ZIC 4	Q8N9L1	Zinc-	ZIC4	84107	http://www.genome.jp/dbget-bin/www_bget?hsa:84107
HsTF003588	Zinc finger protein ZIC 5	Q96T25	Zinc-	ZIC5	85416	http://www.genome.jp/dbget-bin/www_bget?hsa:85416
HsTF003589	Zinc finger protein interacting with ribonucleoprotein K	Q3SY52	Zinc-	ZIK1	284307	http://www.genome.jp/dbget-bin/www_bget?hsa:284307
HsTF003590	Zinc finger imprinted 2	Q9NZV7	Zinc-	ZIM2	23619	http://www.genome.jp/dbget-bin/www_bget?hsa:23619
HsTF003591	Zinc finger imprinted 3	Q96PE6	Zinc-	ZIM3	114026	http://www.genome.jp/dbget-bin/www_bget?hsa:114026
