TF0000515	FBtr0085558	SRY-DELTA_FLY	GS0001005	FBgn0000166	-	-	-	Drosophila melanogaster	ORegAnno	9154812	PROTEIN BINDING ASSAY::DNASE FOOTPRINTING ASSAY
TF0000590	ENSMUST00000027730	MYOG_MOUSE	GS0001147	ENSMUSG00000026459	1	136186581	136189124	Mus musculus	ORegAnno	1324403	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::GEL SHIFT COMPETITION
TF0000590	ENSMUST00000027730	MYOG_MOUSE	GS0001147	ENSMUSG00000026459	1	136186581	136189124	Mus musculus	ORegAnno	1324403	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000591	ENSMUST00000072514	MYOD1_MOUSE	GS0001152	ENSMUSG00000030399	7	19996443	20006932	Mus musculus	ORegAnno	1847137	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000591	ENSMUST00000072514	MYOD1_MOUSE	GS0001152	ENSMUSG00000030399	7	19996443	20006932	Mus musculus	ORegAnno	1847137	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000591	ENSMUST00000072514	MYOD1_MOUSE	GS0001152	ENSMUSG00000030399	7	19996443	20006932	Mus musculus	ORegAnno	1847137	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::DIRECT GEL SHIFT
TF0000591	ENSMUST00000072514	MYOD1_MOUSE	GS0001152	ENSMUSG00000030399	7	19996443	20006932	Mus musculus	ORegAnno	1847137	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::GEL SHIFT COMPETITION
TF0000591	ENSMUST00000072514	MYOD1_MOUSE	GS0001152	ENSMUSG00000030399	7	19996443	20006932	Mus musculus	ORegAnno	2377600	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::DIRECT GEL SHIFT
TF0000591	ENSMUST00000072514	MYOD1_MOUSE	GS0001152	ENSMUSG00000030399	7	19996443	20006932	Mus musculus	ORegAnno	2377600	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::GEL SHIFT COMPETITION
TF0000591	ENSMUST00000072514	MYOD1_MOUSE	GS0001152	ENSMUSG00000030399	7	19996443	20006932	Mus musculus	ORegAnno	2377600	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::DIRECT GEL SHIFT
TF0000591	ENSMUST00000072514	MYOD1_MOUSE	GS0001152	ENSMUSG00000030399	7	19996443	20006932	Mus musculus	ORegAnno	2377600	PROTEIN BINDING ASSAY::METHYLATION INTERFERENCE ASSAY
TF0000591	ENSMUST00000072514	MYOD1_MOUSE	GS0001152	ENSMUSG00000030399	7	19996443	20006932	Mus musculus	ORegAnno	2377600	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::DIRECT GEL SHIFT
TF0000591	ENSMUST00000072514	MYOD1_MOUSE	GS0001152	ENSMUSG00000030399	7	19996443	20006932	Mus musculus	ORegAnno	2377600	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::GEL SHIFT COMPETITION
TF0000591	ENSMUST00000072514	MYOD1_MOUSE	GS0001152	ENSMUSG00000030399	7	19996443	20006932	Mus musculus	ORegAnno	2377600	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::DIRECT GEL SHIFT
TF0000591	ENSMUST00000072514	MYOD1_MOUSE	GS0001152	ENSMUSG00000030399	7	19996443	20006932	Mus musculus	ORegAnno	2377600	PROTEIN BINDING ASSAY::METHYLATION INTERFERENCE ASSAY
TF0000591	ENSMUST00000072514	MYOD1_MOUSE	GS0001152	ENSMUSG00000030399	7	19996443	20006932	Mus musculus	ORegAnno	2377600	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000591	ENSMUST00000072514	MYOD1_MOUSE	GS0001152	ENSMUSG00000030399	7	19996443	20006932	Mus musculus	ORegAnno	2377600	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000591	ENSMUST00000072514	MYOD1_MOUSE	GS0001152	ENSMUSG00000030399	7	19996443	20006932	Mus musculus	ORegAnno	2550138	PROTEIN BINDING ASSAY::METHYLATION INTERFERENCE ASSAY
TF0000591	ENSMUST00000072514	MYOD1_MOUSE	GS0001152	ENSMUSG00000030399	7	19996443	20006932	Mus musculus	ORegAnno	2550138	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::GEL SHIFT COMPETITION
TF0000591	ENSMUST00000072514	MYOD1_MOUSE	GS0001152	ENSMUSG00000030399	7	19996443	20006932	Mus musculus	ORegAnno	2550138	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::DIRECT GEL SHIFT
TF0000591	ENSMUST00000072514	MYOD1_MOUSE	GS0001152	ENSMUSG00000030399	7	19996443	20006932	Mus musculus	ORegAnno	2550138	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::DIRECT GEL SHIFT
TF0000591	ENSMUST00000072514	MYOD1_MOUSE	GS0001152	ENSMUSG00000030399	7	19996443	20006932	Mus musculus	ORegAnno	2550138	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000591	ENSMUST00000072514	MYOD1_MOUSE	GS0001152	ENSMUSG00000030399	7	19996443	20006932	Mus musculus	ORegAnno	2550138	PROTEIN BINDING ASSAY::METHYLATION INTERFERENCE ASSAY
TF0000591	ENSMUST00000072514	MYOD1_MOUSE	GS0001152	ENSMUSG00000030399	7	19996443	20006932	Mus musculus	ORegAnno	2550138	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::DIRECT GEL SHIFT
TF0000591	ENSMUST00000072514	MYOD1_MOUSE	GS0001152	ENSMUSG00000030399	7	19996443	20006932	Mus musculus	ORegAnno	2550138	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::DIRECT GEL SHIFT
TF0000591	ENSMUST00000072514	MYOD1_MOUSE	GS0001152	ENSMUSG00000030399	7	19996443	20006932	Mus musculus	ORegAnno	2550138	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000591	ENSMUST00000072514	MYOD1_MOUSE	GS0001163	ENSMUSG00000035923	10	106929916	106931785	Mus musculus	ORegAnno	7852366	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000591	ENSMUST00000072514	MYOD1_MOUSE	GS0001163	ENSMUSG00000035923	10	106929916	106931785	Mus musculus	ORegAnno	7852366	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000591	ENSMUST00000072514	MYOD1_MOUSE	GS0001163	ENSMUSG00000035923	10	106929916	106931785	Mus musculus	ORegAnno	7852366	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000591	ENSMUST00000072514	MYOD1_MOUSE	GS0001163	ENSMUSG00000035923	10	106929916	106931785	Mus musculus	ORegAnno	7852366	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000591	ENSMUST00000072514	MYOD1_MOUSE	GS0001163	ENSMUSG00000035923	10	106929916	106931785	Mus musculus	ORegAnno	7852366	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000591	ENSMUST00000072514	MYOD1_MOUSE	GS0001163	ENSMUSG00000035923	10	106929916	106931785	Mus musculus	ORegAnno	7852366	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000591	ENSMUST00000072514	MYOD1_MOUSE	GS0001163	ENSMUSG00000035923	10	106929916	106931785	Mus musculus	ORegAnno	7852366	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000591	ENSMUST00000072514	MYOD1_MOUSE	GS0001163	ENSMUSG00000035923	10	106929916	106931785	Mus musculus	ORegAnno	7852366	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000591	ENSMUST00000072514	MYOD1_MOUSE	GS0001163	ENSMUSG00000035923	10	106929916	106931785	Mus musculus	ORegAnno	7852366	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000591	ENSMUST00000072514	MYOD1_MOUSE	GS0001163	ENSMUSG00000035923	10	106929916	106931785	Mus musculus	ORegAnno	7852366	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000592	ENSMUST00000000445	MYF5_MOUSE	GS0001152	ENSMUSG00000030399	7	19996443	20006932	Mus musculus	ORegAnno	1847137	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000592	ENSMUST00000000445	MYF5_MOUSE	GS0001152	ENSMUSG00000030399	7	19996443	20006932	Mus musculus	ORegAnno	1847137	REPORTER GENE ASSAY::TRANSIENT TRANSFECTION LUCIFERASE ASSAY
TF0000592	ENSMUST00000000445	MYF5_MOUSE	GS0001152	ENSMUSG00000030399	7	19996443	20006932	Mus musculus	ORegAnno	1847137	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::DIRECT GEL SHIFT
TF0000592	ENSMUST00000000445	MYF5_MOUSE	GS0001152	ENSMUSG00000030399	7	19996443	20006932	Mus musculus	ORegAnno	1847137	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::GEL SHIFT COMPETITION
TF0000592	ENSMUST00000000445	MYF5_MOUSE	GS0001163	ENSMUSG00000035923	10	106929916	106931785	Mus musculus	ORegAnno	7852366	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000592	ENSMUST00000000445	MYF5_MOUSE	GS0001163	ENSMUSG00000035923	10	106929916	106931785	Mus musculus	ORegAnno	7852366	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000592	ENSMUST00000000445	MYF5_MOUSE	GS0001163	ENSMUSG00000035923	10	106929916	106931785	Mus musculus	ORegAnno	7852366	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000592	ENSMUST00000000445	MYF5_MOUSE	GS0001163	ENSMUSG00000035923	10	106929916	106931785	Mus musculus	ORegAnno	7852366	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000592	ENSMUST00000000445	MYF5_MOUSE	GS0001163	ENSMUSG00000035923	10	106929916	106931785	Mus musculus	ORegAnno	7852366	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000592	ENSMUST00000000445	MYF5_MOUSE	GS0001163	ENSMUSG00000035923	10	106929916	106931785	Mus musculus	ORegAnno	7852366	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000592	ENSMUST00000000445	MYF5_MOUSE	GS0001163	ENSMUSG00000035923	10	106929916	106931785	Mus musculus	ORegAnno	7852366	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000592	ENSMUST00000000445	MYF5_MOUSE	GS0001163	ENSMUSG00000035923	10	106929916	106931785	Mus musculus	ORegAnno	7852366	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000592	ENSMUST00000000445	MYF5_MOUSE	GS0001163	ENSMUSG00000035923	10	106929916	106931785	Mus musculus	ORegAnno	7852366	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000592	ENSMUST00000000445	MYF5_MOUSE	GS0001163	ENSMUSG00000035923	10	106929916	106931785	Mus musculus	ORegAnno	7852366	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000593	ENSMUST00000075805	PRRX1_MOUSE	GS0001152	ENSMUSG00000030399	7	19996443	20006932	Mus musculus	ORegAnno	1360403	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000593	ENSMUST00000075805	PRRX1_MOUSE	GS0001152	ENSMUSG00000030399	7	19996443	20006932	Mus musculus	ORegAnno	1360403	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000593	ENSMUST00000075805	PRRX1_MOUSE	GS0001152	ENSMUSG00000030399	7	19996443	20006932	Mus musculus	ORegAnno	1360403	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::DIRECT GEL SHIFT
TF0000593	ENSMUST00000075805	PRRX1_MOUSE	GS0001152	ENSMUSG00000030399	7	19996443	20006932	Mus musculus	ORegAnno	1360403	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::DIRECT GEL SHIFT
TF0000594	ENSMUST00000058892	ETS1_MOUSE	GS0001220	ENSMUSG00000005615	16	32431007	32475156	Mus musculus	ORegAnno	12642588	REPORTER GENE ASSAY::DUAL LUCIFERASE REPORTER GENE ASSAY
TF0000594	ENSMUST00000058892	ETS1_MOUSE	GS0001220	ENSMUSG00000005615	16	32431007	32475156	Mus musculus	ORegAnno	12642588	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::GEL SHIFT COMPETITION
TF0000594	ENSMUST00000058892	ETS1_MOUSE	GS0001220	ENSMUSG00000005615	16	32431007	32475156	Mus musculus	ORegAnno	12642588	PROTEIN BINDING ASSAY::WESTERN BLOT ASSAY
TF0000594	ENSMUST00000058892	ETS1_MOUSE	GS0001220	ENSMUSG00000005615	16	32431007	32475156	Mus musculus	ORegAnno	12642588	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::SUPERSHIFT
TF0000594	ENSMUST00000058892	ETS1_MOUSE	GS0001220	ENSMUSG00000005615	16	32431007	32475156	Mus musculus	ORegAnno	12642588	RNA EXPRESSION ASSAY::REVERSE TRANSCRIPTASE POLYMERASE CHAIN REACTION (RT-PCR)
TF0000595	ENSMUST00000005722	MEF2C_MOUSE	GS0001144	ENSMUSG00000026208	1	75356904	75365154	Mus musculus	ORegAnno	8062833	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::GEL SHIFT COMPETITION
TF0000595	ENSMUST00000005722	MEF2C_MOUSE	GS0001144	ENSMUSG00000026208	1	75356904	75365154	Mus musculus	ORegAnno	8062833	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000595	ENSMUST00000005722	MEF2C_MOUSE	GS0001144	ENSMUSG00000026208	1	75356904	75365154	Mus musculus	ORegAnno	8062833	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000595	ENSMUST00000005722	MEF2C_MOUSE	GS0001144	ENSMUSG00000026208	1	75356904	75365154	Mus musculus	ORegAnno	8062833	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000595	ENSMUST00000005722	MEF2C_MOUSE	GS0001144	ENSMUSG00000026208	1	75356904	75365154	Mus musculus	ORegAnno	8062833	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000595	ENSMUST00000005722	MEF2C_MOUSE	GS0001144	ENSMUSG00000026208	1	75356904	75365154	Mus musculus	ORegAnno	8062833	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000596	ENST00000257555	TCF1_HUMAN	GS0001227	ENSG00000160868	7	99354604	99381888	Homo sapiens	ORegAnno	14742674	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::SUPERSHIFT
TF0000596	ENST00000257555	TCF1_HUMAN	GS0001227	ENSG00000160868	7	99354604	99381888	Homo sapiens	ORegAnno	14742674	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::GEL SHIFT COMPETITION
TF0000596	ENST00000257555	TCF1_HUMAN	GS0001227	ENSG00000160868	7	99354604	99381888	Homo sapiens	ORegAnno	14742674	REPORTER GENE ASSAY::TRANSIENT TRANSFECTION LUCIFERASE ASSAY
TF0000597	ENSMUST00000015723	NKX2-2_MOUSE	GS0001230	ENSMUSG00000000215	7	149864561	149885415	Mus musculus	ORegAnno	12426319	PROTEIN BINDING ASSAY::CHROMATIN IMMUNOPRECIPITATION (CHIP)
TF0000597	ENSMUST00000015723	NKX2-2_MOUSE	GS0001230	ENSMUSG00000000215	7	149864561	149885415	Mus musculus	ORegAnno	12426319	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::DIRECT GEL SHIFT
TF0000597	ENSMUST00000015723	NKX2-2_MOUSE	GS0001230	ENSMUSG00000000215	7	149864561	149885415	Mus musculus	ORegAnno	12426319	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::SUPERSHIFT
TF0000597	ENSMUST00000015723	NKX2-2_MOUSE	GS0001230	ENSMUSG00000000215	7	149864561	149885415	Mus musculus	ORegAnno	12426319	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::GEL SHIFT COMPETITION
TF0000597	ENSMUST00000015723	NKX2-2_MOUSE	GS0001230	ENSMUSG00000000215	7	149864561	149885415	Mus musculus	ORegAnno	12426319	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000597	ENSMUST00000015723	NKX2-2_MOUSE	GS0001234	ENSMUSG00000041607	18	82644538	82755029	Mus musculus	ORegAnno	15695521	PROTEIN BINDING ASSAY::WESTERN BLOT ASSAY
TF0000597	ENSMUST00000015723	NKX2-2_MOUSE	GS0001234	ENSMUSG00000041607	18	82644538	82755029	Mus musculus	ORegAnno	15695521	REPORTER GENE ASSAY::TRANSIENT TRANSFECTION LUCIFERASE ASSAY
TF0000597	ENSMUST00000015723	NKX2-2_MOUSE	GS0001234	ENSMUSG00000041607	18	82644538	82755029	Mus musculus	ORegAnno	15695521	PROTEIN BINDING ASSAY::DNASE FOOTPRINTING ASSAY
TF0000597	ENSMUST00000015723	NKX2-2_MOUSE	GS0001234	ENSMUSG00000041607	18	82644538	82755029	Mus musculus	ORegAnno	15695521	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::DIRECT GEL SHIFT
TF0000597	ENSMUST00000015723	NKX2-2_MOUSE	GS0001234	ENSMUSG00000041607	18	82644538	82755029	Mus musculus	ORegAnno	15695521	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::GEL SHIFT COMPETITION
TF0000597	ENSMUST00000015723	NKX2-2_MOUSE	GS0001234	ENSMUSG00000041607	18	82644538	82755029	Mus musculus	ORegAnno	15695521	REPORTER GENE ASSAY::TRANSIENT TRANSFECTION LUCIFERASE ASSAY
TF0000597	ENSMUST00000015723	NKX2-2_MOUSE	GS0001234	ENSMUSG00000041607	18	82644538	82755029	Mus musculus	ORegAnno	15695521	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::DIRECT GEL SHIFT
TF0000597	ENSMUST00000015723	NKX2-2_MOUSE	GS0001234	ENSMUSG00000041607	18	82644538	82755029	Mus musculus	ORegAnno	15695521	PROTEIN BINDING ASSAY::WESTERN BLOT ASSAY
TF0000597	ENSMUST00000015723	NKX2-2_MOUSE	GS0001234	ENSMUSG00000041607	18	82644538	82755029	Mus musculus	ORegAnno	15695521	REPORTER GENE ASSAY::TRANSIENT TRANSFECTION LUCIFERASE ASSAY
TF0000597	ENSMUST00000015723	NKX2-2_MOUSE	GS0001234	ENSMUSG00000041607	18	82644538	82755029	Mus musculus	ORegAnno	15695521	PROTEIN BINDING ASSAY::DNASE FOOTPRINTING ASSAY
TF0000597	ENSMUST00000015723	NKX2-2_MOUSE	GS0001234	ENSMUSG00000041607	18	82644538	82755029	Mus musculus	ORegAnno	15695521	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::DIRECT GEL SHIFT
TF0000597	ENSMUST00000015723	NKX2-2_MOUSE	GS0001234	ENSMUSG00000041607	18	82644538	82755029	Mus musculus	ORegAnno	15695521	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::GEL SHIFT COMPETITION
TF0000597	ENSMUST00000015723	NKX2-2_MOUSE	GS0001234	ENSMUSG00000041607	18	82644538	82755029	Mus musculus	ORegAnno	15695521	REPORTER GENE ASSAY::TRANSIENT TRANSFECTION LUCIFERASE ASSAY
TF0000597	ENSMUST00000015723	NKX2-2_MOUSE	GS0001234	ENSMUSG00000041607	18	82644538	82755029	Mus musculus	ORegAnno	15695521	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::DIRECT GEL SHIFT
TF0000597	ENSMUST00000015723	NKX2-2_MOUSE	GS0001295	ENSMUSG00000047591	15	75577273	75578352	Mus musculus	ORegAnno	16847327	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000597	ENSMUST00000015723	NKX2-2_MOUSE	GS0001295	ENSMUSG00000047591	15	75577273	75578352	Mus musculus	ORegAnno	16847327	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::DIRECT GEL SHIFT
TF0000597	ENSMUST00000015723	NKX2-2_MOUSE	GS0001295	ENSMUSG00000047591	15	75577273	75578352	Mus musculus	ORegAnno	16847327	PROTEIN BINDING ASSAY::CHROMATIN IMMUNOPRECIPITATION (CHIP)
TF0000597	ENSMUST00000015723	NKX2-2_MOUSE	GS0001295	ENSMUSG00000047591	15	75577273	75578352	Mus musculus	ORegAnno	16847327	REPORTER GENE ASSAY::TRANSIENT TRANSFECTION LUCIFERASE ASSAY
TF0000598	ENSMUST00000067417	GATA4_MOUSE	GS0001240	ENSMUSG00000021909	14	32021498	32024909	Mus musculus	ORegAnno	7935467	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::GEL SHIFT COMPETITION
TF0000598	ENSMUST00000067417	GATA4_MOUSE	GS0001240	ENSMUSG00000021909	14	32021498	32024909	Mus musculus	ORegAnno	7935467	UNKNOWN::UNKNOWN
TF0000599	ENSRNOT00000046300	MYOG_RAT	GS0001255	ENSRNOG00000019602	9	86012089	86018199	Rattus norvegicus	ORegAnno	1655408	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000599	ENSRNOT00000046300	MYOG_RAT	GS0001255	ENSRNOG00000019602	9	86012089	86018199	Rattus norvegicus	ORegAnno	1655408	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::DIRECT GEL SHIFT
TF0000599	ENSRNOT00000046300	MYOG_RAT	GS0001255	ENSRNOG00000019602	9	86012089	86018199	Rattus norvegicus	ORegAnno	1655408	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000599	ENSRNOT00000046300	MYOG_RAT	GS0001255	ENSRNOG00000019602	9	86012089	86018199	Rattus norvegicus	ORegAnno	1655408	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000599	ENSRNOT00000046300	MYOG_RAT	GS0001255	ENSRNOG00000019602	9	86012089	86018199	Rattus norvegicus	ORegAnno	1655408	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000599	ENSRNOT00000046300	MYOG_RAT	GS0001255	ENSRNOG00000019602	9	86012089	86018199	Rattus norvegicus	ORegAnno	1655408	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000599	ENSRNOT00000046300	MYOG_RAT	GS0001255	ENSRNOG00000019602	9	86012089	86018199	Rattus norvegicus	ORegAnno	1655408	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::DIRECT GEL SHIFT
TF0000599	ENSRNOT00000046300	MYOG_RAT	GS0001255	ENSRNOG00000019602	9	86012089	86018199	Rattus norvegicus	ORegAnno	1655408	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000599	ENSRNOT00000046300	MYOG_RAT	GS0001255	ENSRNOG00000019602	9	86012089	86018199	Rattus norvegicus	ORegAnno	1655408	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000599	ENSRNOT00000046300	MYOG_RAT	GS0001255	ENSRNOG00000019602	9	86012089	86018199	Rattus norvegicus	ORegAnno	1655408	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000600	ENST00000303660	ZFHX1B_HUMAN	GS0001260	ENSG00000165474	13	20761609	20767037	Homo sapiens	ORegAnno	16314317	REPORTER GENE ASSAY::TRANSIENT TRANSFECTION LUCIFERASE ASSAY
TF0000600	ENST00000303660	ZFHX1B_HUMAN	GS0001260	ENSG00000165474	13	20761609	20767037	Homo sapiens	ORegAnno	16314317	MUTAGENESIS::UNKNOWN
TF0000600	ENST00000303660	ZFHX1B_HUMAN	GS0001260	ENSG00000165474	13	20761609	20767037	Homo sapiens	ORegAnno	16314317	REPORTER GENE ASSAY::TRANSIENT TRANSFECTION LUCIFERASE ASSAY
TF0000600	ENST00000303660	ZFHX1B_HUMAN	GS0001260	ENSG00000165474	13	20761609	20767037	Homo sapiens	ORegAnno	16314317	MUTAGENESIS::UNKNOWN
TF0000600	ENST00000303660	ZFHX1B_HUMAN	GS0001260	ENSG00000165474	13	20761609	20767037	Homo sapiens	ORegAnno	16314317	REPORTER GENE ASSAY::TRANSIENT TRANSFECTION LUCIFERASE ASSAY
TF0000600	ENST00000303660	ZFHX1B_HUMAN	GS0001260	ENSG00000165474	13	20761609	20767037	Homo sapiens	ORegAnno	16314317	MUTAGENESIS::UNKNOWN
TF0000600	ENST00000303660	ZFHX1B_HUMAN	GS0001260	ENSG00000165474	13	20761609	20767037	Homo sapiens	ORegAnno	16314317	REPORTER GENE ASSAY::TRANSIENT TRANSFECTION LUCIFERASE ASSAY
TF0000600	ENST00000303660	ZFHX1B_HUMAN	GS0001260	ENSG00000165474	13	20761609	20767037	Homo sapiens	ORegAnno	16314317	MUTAGENESIS::UNKNOWN
TF0000600	ENST00000303660	ZFHX1B_HUMAN	GS0001358	ENSG00000039068	16	68771128	68869444	Homo sapiens	ORegAnno	11430829	REPORTER GENE ASSAY::TRANSIENT TRANSFECTION LUCIFERASE ASSAY
TF0000601	ENSRNOT00000014320	GATA4_RAT	GS0001188	ENSRNOG00000025757	15	33044506	33068098	Rattus norvegicus	ORegAnno	8007990	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::GEL SHIFT COMPETITION
TF0000601	ENSRNOT00000014320	GATA4_RAT	GS0001188	ENSRNOG00000025757	15	33044506	33068098	Rattus norvegicus	ORegAnno	8007990	PROTEIN BINDING ASSAY::METHYLATION INTERFERENCE ASSAY
TF0000601	ENSRNOT00000014320	GATA4_RAT	GS0001188	ENSRNOG00000025757	15	33044506	33068098	Rattus norvegicus	ORegAnno	8007990	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::GEL SHIFT COMPETITION
TF0000601	ENSRNOT00000014320	GATA4_RAT	GS0001188	ENSRNOG00000025757	15	33044506	33068098	Rattus norvegicus	ORegAnno	8007990	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::SUPERSHIFT
